"ARVO","NIMI_FI","NIMI_SV","NIMI_EN","KUVAUS_FI","LYHYTNIMI_FI","KUVAUS_SV","LYHYTNIMI_SV","KUVAUS_EN","LYHYTNIMI_EN","ALKUPVM","LOPPUPVM"
324601,"Audiovisuaalisen viestinnän ammattitutkinto: media-assistentin ammattitutkinto","Audiovisuell kommunikation, yrkesexamen: medieassistent, yrkesexamen","Audiovisual Communication, FQ",,"Audiovisuaalisen viestinnän at",,"Audiovisuell kommunik., y.ex.",,"Audiovisual Communication, Further Qualification",01.01.1997,
324699,"Muu tai tuntematon viestintäalan ammattitutkinto","Annan eller okänd yrkesexamen inom mediekultur","Other FQ in Communications",,"Muu viestintäalan at",,"Ann. y.ex., mediekultur",,"Other or Unknown Further Qualification in Communication",01.01.1997,
327000,"Taidealan sekä käsi- ja taideteollisuuden erikoisammattitutkinto","Specialyrkesexamen i konst samt hantverk och konstindustri","SQ in Arts, Crafts and Des.",,"Taideala, käsiteoll. eat",,"Sp.y.ex., konst o hantv.",,"Specialist Qualification in Arts, Crafts and Design",01.01.1997,
327100,"Käsi- ja taideteollisuuden erikoisammattitutkinto","Specialyrkesexamen inom hantverk och konstindustri","SQ in Crafts and Des.",,"Käsi- ja taideteollisuuden eat",,"Sp.y.ex., hantv. o konstind.",,"Specialist Qualification in Crafts and Design",01.01.1997,
327101,"Aseseppämestarin erikoisammattitutkinto","Vapensmedsmästare, specialyrkesexamen","Gunsmith, SQ",,"Aseseppämestarin eat",,"Vapensm.mästare, sp.y.ex.",,"Gunsmith, Specialist Qualification",01.01.1997,
327102,"Hopeaseppämestarin erikoisammattitutkinto","Silversmedsmästare, specialyrkesexamen","Silversmith, SQ",,"Hopeaseppämestarin eat",,"Silversm.mäst., sp.y.ex.",,"Silversmith, Specialist Qualification",01.01.1997,
327103,"Kaivertajamestarin erikoisammattitutkinto","Gravörmästare, specialyrkesexamen","Engraver, SQ",,"Kaivertajamestarin eat",,"Gravörmästare, sp.y.ex.",,"Engraver, Specialist Qualification",01.01.1997,
327104,"Keramiikkamestarin erikoisammattitutkinto","Keramikmästare, specialyrkesexamen","Ceramist, SQ",,"Keramiikkamestarin eat",,"Keramikmästare, sp.y.ex.",,"Ceramist, Specialist Qualification",01.01.1997,
327105,"Kiviseppämestarin erikoisammattitutkinto","Stenhuggarmästare, specialyrkesexamen","Stonecutter, SQ",,"Kiviseppämestarin eat",,"Stenhugg.mäst., sp.y.ex.",,"Stonecutter, Specialist Qualification",01.01.1997,
327106,"Koristeveistäjämestarin erikoisammattitutkinto, käsi- ja taideteollisuusala","Finsnickare, specialyrkesexamen, hantverks- och konstindustribranschen","Orn. Wood Carv., SQ, Crafts,D.",,"Koristev.mest. eat, käsi-taide",,"Finsn., sp.y.ex., hantv.",,"Ornamental Wood Carving, Specialist Qualification, Crafts and Design",01.01.1997,
327107,"Kultaajamestarin erikoisammattitutkinto","Förgyllare, specialyrkesexamen","Gilder, SQ",,"Kultaajamestarin eat",,"Förgyllare, sp.y.ex.",,"Gilder, Specialist Qualification",01.01.1997,
327108,"Kultaseppämestarin erikoisammattitutkinto","Guldsmedsmästare, specialyrkesexamen","Goldsmith, SQ",,"Kultaseppämestarin eat",,"Guldsm.mästare, sp.y.ex.",,"Goldsmith, Specialist Qualification",01.01.1997,
327109,"Lasinpuhaltajamestarin erikoisammattitutkinto","Glasblåsarmästare, specialyrkesexamen","Glassblower, SQ",,"Lasinpuhaltajamestarin eat",,"Glasblåsarmäst., sp.y.ex.",,"Glassblower, Specialist Qualification",01.01.1997,
327110,"Maalarimestarin erikoisammattitutkinto, käsi- ja taideteollisuusala","Målarmästare, specialyrkesexamen, hantverks- och konstindustribranschen","Painter, SQ, Crafts and Des.",,"Maalarimest. eat, käsi-taide",,"Mål.mäst., sp.y.ex., hantv.",,"Painter, Specialist Qualification, Crafts and Design",01.01.1997,
327111,"Mallinrakentajamestarin erikoisammattitutkinto","Modellbyggarmästare, specialyrkesexamen","Model-Builder, SQ",,"Mallinrakentajamestarin eat",,"Modellb.mäst., sp.y.ex.",,"Model-Builder, Specialist Qualification",01.01.1997,
327112,"Neulemestarin erikoisammattitutkinto","Sömnadsmästare, specialyrkesexamen","Knitter, SQ",,"Neulemestarin eat",,"Sömnadsmäst., sp.y.ex.",,"Knitter, Specialist Qualification",01.01.1997,
327113,"Puuseppämestarin erikoisammattitutkinto, käsi- ja taideteollisuusala","Snickarmästare, specialyrkesexamen, hantverks- och konstindustribranschen","Joiner, SQ, Crafts and Des.",,"Puuseppämest. eat, käsi-taide",,"Snickarmäst., sp.y.ex., hantv.",,"Joiner, Specialist Qualification, Crafts and Design",01.01.1997,
327114,"Restaurointimestarin erikoisammattitutkinto","Restaureringsmästare, specialyrkesexamen","Restorer, SQ",,"Restaurointimestarin eat",,"Restaureringsmäst., sp.y.ex.",,"Restorer, Specialist Qualification",01.01.1997,
327115,"Romanikulttuurin ohjaajan erikoisammattitutkinto","Instruktör i romankultur, specialyrkesexamen","Romany Culture Instruction, SQ",,"Romanikulttuurin ohjaajan eat",,"Instr. i rom.kult., sp.y.ex.",,"Romany Culture Instructor, Specialist Qualification",01.01.1997,
327116,"Saamenkäsityömestarin erikoisammattitutkinto","Sameslöjdsmästare, specialyrkesexamen","Sami Crafts, SQ",,"Saamenkäsityömestarin eat",,"Sameslöjdsmäst., sp.y.ex.",,"Sami Crafts, Specialist Qualification",01.01.1997,
327117,"Savenvalajamestarin erikoisammattitutkinto","Krukmakarmästare, specialyrkesexamen","Potter, SQ",,"Savenvalajamestarin eat",,"Krukmakarmäst., sp.y.ex.",,"Potter, Specialist Qualification",01.01.1997,
327118,"Seppämestarin erikoisammattitutkinto","Smedmästare, specialyrkesexamen","Blacksmith, SQ",,"Seppämestarin eat",,"Smedmästare, sp.y.ex.",,"Blacksmith, Specialist Qualification",01.01.1997,
327119,"Soitinrakentajamestarin erikoisammattitutkinto","Instrumentbyggarmästare, specialyrkesexamen","Musical Instrument Builder, SQ",,"Soitinrakentajamestarin eat",,"Instr.byggarmäst., sp.y.ex.",,"Musical Instrument Builder, Specialist Qualification",01.01.1997,
327120,"Studiokutojan erikoisammattitutkinto","Studiovävare, specialyrkesexamen","Studio Weaver, SQ",,"Studiokutojan eat",,"Studiovävare, sp.y.ex.",,"Studio Weaver, Specialist Qualification",01.01.1997,
327121,"Studio-ompelijan erikoisammattitutkinto","Studiosömmerska, specialyrkesexamen","Studio Dressmaker, SQ",,"Studio-ompelijan eat",,"Studiosömmerska, sp.y.ex.",,"Studio Dressmaker, Specialist Qualification",01.01.1997,
327122,"Venemestarin erikoisammattitutkinto, käsi- ja taideteollisuusala","Båtmästare, specialyrkesexamen, hantverks- och konstindustribranschen","Boat-Builder, SQ, Crafts, Des.",,"Venemestarin eat, käsi-taide",,"Båtmäst., sp.y.ex., hantv.",,"Boat-Builder, Specialist Qualification, Crafts and Design",01.01.1997,
327123,"Värjärimestarin erikoisammattitutkinto","Färgarmästare, specialyrkesexamen","Dyer, SQ",,"Värjärimestarin eat",,"Färgarmäst., sp.y.ex.",,"Dyer, Specialist Qualification",01.01.1997,
327124,"Puusepänalan erikoisammattitutkinto, käsi- ja taideteollisuusala","Snickeribranschen, specialyrkesexamen, hantverks- och konstindustribranschen","Joiner, SQ, Crafts and Des.",,"Puusepänalan eat, käsi-taide",,"Snickeribr., sp.y.ex., hantv.",,"Joiner, Specialist Qualification, Crafts and Design",01.01.2003,
327125,"Tekstiilialan erikoisammattitutkinto, käsi- ja taideteollisuusala","Textilbranschen, specialyrkesexamen, hantverks- och konstindustribranschen","Textiles, SQ, Crafts and Des.",,"Tekstiilialan eat, käsi-taide",,"Textilbr., sp.y.ex., hantv.",,"Textiles, Specialist Qualification, Crafts and Design",01.01.2003,
327126,"Vaatetusalan erikoisammattitutkinto, käsi- ja taideteollisuusala","Beklädsnadsbranschen, specialyrkesexamen, hantverks- och konstindustribranschen","SQ in Cloth., Crafts and Des.",,"Vaatetusalan eat, käsi-taide",,"Beklädnadsbr., sp.y.ex., hantv",,"Specialist Qualification in Clothing, Crafts and Design",01.01.2003,
327127,"Sisustusalan erikoisammattitutkinto, käsi- ja taideteollisuusala","Inredningsbranschen, specialyrkesexamen, hantverks- och konstindustribranschen","Inter. Design, SQ, Crafts,Des.",,"Sisustusalan eat, käsi-taide",,"Inredningsbr., sp.y.ex., hantv",,"Interior Design, Specialist Qualification, Crafts and Design",01.01.2006,
327128,"Käsityömestarin erikoisammattitutkinto","Handverkarmästare, specialyrkesexamen","Handicrafts, SQ",,"Käsityömestarin eat",,"Handverkarmästare, sp.y.ex.",,"Handicrafts, Specialist Qualification",01.01.2008,
327199,"Muu tai tuntematon käsi- ja taideteollisuuden erikoisammattitutkinto","Annan eller okänd specialyrkesexamen inom hantverk och konstindustri","Other SQ in Crafts and Des.",,"Muu käsi-taideteollisuuden eat",,"Ann. sp.y.ex., hantv.",,"Other or Unknown Specialist Qualification in Crafts and Design",01.01.1997,
327300,"Kuvataiteen erikoisammattitutkinto","Specialyrkesexamen i bildkonst","SQ in Fine Arts",,"Kuvataiteen eat",,"Sp.y.ex. i bildkonst",,"Specialist Qualification in Fine Arts",01.01.1997,
327301,"Valokuvaajan erikoisammattitutkinto","Fotograf, specialyrkesexamen","Photography, SQ",,"Valokuvaajan eat",,"Fotograf, sp.y.ex.",,"Photography, Specialist Qualification",01.01.1997,
327302,"Audiovisuaalisen viestinnän erikoisammattitutkinto","Audiovisuell kommunikation, specialyrkesexamen","Audiovisual Communication, SQ",,"Audiovisuaalisen viest. eat",,"Audiovisuell kommum., sp.y.ex.",,"Audiovisual Communication, Specialist Qualification",01.01.2001,
327399,"Muu tai tuntematon kuvataiteen erikoisammattitutkinto","Annan eller okänd specialyrkesexamen i bildkonst","Other SQ in Fine Arts",,"Muu kuvataiteen eat",,"Ann. sp.y.ex., bildkonst",,"Other or Unknown Specialist Qualification in Fine Arts",01.01.1997,
327500,"Teatteri- ja tanssialan erikoisammattitutkinto","Specialyrkesexamen inom teater och dans","SQ in Theatre and Dance",,"Teatteri- ja tanssialan eat",,"Sp.y.ex., teater o dans",,"Specialist Qualification in Theatre and Dance",01.01.1997,
327501,"Maskeeraajan erikoisammattitutkinto","Maskerare, specialyrkesexamen","Make-up Artist, SQ",,"Maskeeraajan eat",,"Maskerare, sp.y.ex.",,"Make-up Artist, Specialist Qualification",01.01.1997,
327502,"Teatteritekniikan erikoisammattitutkinto","Teaterteknik, specialyrkesexamen","Theatre Technology, SQ",,"Teatteritekniikan eat",,"Teaterteknik, sp.y.ex.",,"Theatre Technology, Specialist Qualification",01.01.1997,
327503,"Teatterialan erikoisammattitutkinto","Teaterbranschen, specialyrkesexamen","Theatre, SQ",,"Teatterialan eat",,"Teaterbranschen, sp.y.ex.",,"Theatre, Specialist Qualification",01.01.1999,
327599,"Muu tai tuntematon teatteri- ja tanssialan erikoisammattitutkinto","Annan eller okänd specialyrkesexamen inom teater och dans","Other SQ in Theatre and Dance",,"Muu teatteri-tanssialan eat",,"Ann. sp.y.ex., teat. o dans",,"Other or Unknown Specialist Qualification in Theatre and Dance",01.01.1997,
327600,"Viestintäalan erikoisammattitutkinto","Specialyrkesexamen inom mediekultur","SQ in Communications",,"Viestintäalan eat",,"Sp.y.ex. inom mediekultur",,"Specialist Qualification in Communications",01.01.1997,
327601,"Media-alan erikoisammattitutkinto","Mediebransch, specialyrkesexamen","Media, SQ",,"Media-alan eat",,"Mediebransch, sp.y.ex.",,"Media, Specialist Qualification",01.01.1997,
327699,"Muu tai tuntematon viestintäalan erikoisammattitutkinto","Annan eller okänd specialyrkesexamen inom mediekultur","Other SQ in Communications",,"Muu viestintäalan eat",,"Ann. sp.y.ex., mediekultur",,"Other or Unknown Specialist Qualification in Communications",01.01.1997,
329000,"Muu humanistinen ja taidealan koulutus, keskiaste","Annan utbildning i humanistiska ämnen och konst på mellannivå","Other Ed. in Humanities, Lvl 3",,"Muu hum., taideala, 3-aste",,"Ann. utb., hum. o konst,nivå 3",,"Other Education in Humanities and Arts, Upper Secondary Level Education",01.01.1997,
329900,"Muu humanistinen ja taidealan koulutus, keskiaste","Annan utbildning i humanistiska ämnen och konst på mellannivå","Other Ed. in Humanities, Lvl 3",,"Muu hum., taideala, 3-aste",,"Ann. utb., hum. o konst,nivå 3",,"Other Education in Humanities and Arts, Upper Secondary Level Education",01.01.1997,
329999,"Muu tai tuntematon humanistinen ja taidealan koulutus, keskiaste","Annan eller okänd utbildning i humanistiska ämnen och konst på mellannivå","Other Ed. in Humanities, Lvl 3",,"Muu hum., taideala, 3-aste",,"Ann. utb., hum. o konst,nivå 3",,"Other or Unknown Education in Humanities and Arts, Upper Secondary Level Education",01.01.1997,
331000,"Kaupan ja hallinnon peruskoulutus, keskiaste","Grundutbildning inom handel och administration på mellannivå","VET in Business, Admin., Lvl 3",,"Kaupan, hall. perusk, 3-aste",,"Gr.utb., handel o adm., nivå 3",,"Vocational Education and Training in Business and Administration, Upper Secondary Level Education",01.01.1997,
331100,"Liiketalouden perustutkinto (merkantti, merkonomi)","Grundexamen inom företagsekonomi (merkant, merkonom)","VQ in Business, Administration",,"Liiketalouden perustutk",,"Gr.ex., för.ek.(merkant,merk.)",,"Vocational Qualification in Business and Administration",01.01.1997,
331101,"Liiketalouden perustutkinto","Grundexamen inom företagsekonomi","Business, Administration, VQ",,"Liiketal. perust",,"Gr.ex., föret.ek.",,"Business and Administration, Vocational Qualification",01.01.1997,
331102,"Merkantti, kaupan ja hallinnon perustutkinto","Merkant, grundexamen inom handel och administration","Cert. Business, Administration",,"Merkantti, kaup. hall. perust",,"Merkant, gr.ex., handel o adm.",,"Certificate in Business and Administration",01.01.1997,
331151,"Merkantti, ei erityisalaa","Merkant, inget specialområde","Cert. Bus. Adm., Unspecialised",,"Merkantti, ei erityisalaa",,"Merkant, inget spec.omr.",,"Certificate in Business and Administration, Unspecialised",01.01.1997,
331152,"Merkantti, laskentalinja","Merkant, redovisningslinje","Cert. Bus. Adm., Accounting",,"Merkantti, laskentalinja",,"Merkant, redovisningslinje",,"Certificate in Business and Administration, Accounting",01.01.1997,
331153,"Merkantti, myyntilinja","Merkant, försäljningslinje","Cert. Bus. Adm., Sales",,"Merkantti, myyntilinja",,"Merkant, försäljningslinje",,"Certificate in Business and Administration, Sales",01.01.1997,
331157,"Merkantti, toimistotekninen linja","Merkant, kontorsteknisk linje","Cert. Bus. Adm., Office Techn.",,"Merkantti, toimistotekn. linja",,"Merkant, kontorsteknisk linje",,"Certificate in Business and Administration, Office Technology",01.01.1997,
331161,"Merkantti, varastotalouden linja","Merkant, lagerförvaltningslinje","Cert. Bus. Adm., Stock Econ.",,"Merkantti, varastotal. linja",,"Merkant, lagerförvaltn.slinje",,"Certificate in Business and Administration, Stock Economics",01.01.1997,
331162,"Merkantti, yleinen linja","Merkant, allmän linje","Cert. Bus. Adm., General Field",,"Merkantti, yleinen linja",,"Merkant, allmän linje",,"Certificate in Business and Administration, General Field",01.01.1997,
331199,"Merkantti, muu tai tuntematon linja","Merkant, annan eller okänd studielinje","Cert. Bus. Adm., Other Field",,"Merkantti, muu linja",,"Merkant, ann. studielinje",,"Certificate in Business and Administration, Other or Unknown Field",01.01.1997,
331900,"Muu kaupan ja hallinnon peruskoulutus, keskiaste","Annan grundutbildning inom handel och administration på mellannivå","Other VET in Business, Level 3",,"Muu kaupan,hall. perusk,3-aste",,"Ann. gr.utb., handel o adm.",,"Other Vocational Education and Training in Business and Administration",01.01.1997,
331901,"Varasto- ja kuljetustoimintojen perustutkinto","Lager- och transportfunktioner, grundexamen","Storage and Transportation, VQ",,"Varasto-, kulj.toim. perustutk",,"Lager- o transp.funkt., gr.ex.",,"Storage and Transportation, Vocational Qualification",01.01.1997,
331951,"Myyjä","Försäljare","Sales Assistant",,"Myyjä",,"Försäljare",,"Sales Assistant",01.01.1997,
331952,"Somistaja","Dekoratör","Window Dresser",,"Somistaja",,"Dekoratör",,"Window Dresser",01.01.1997,
331953,"Varastonhoitaja","Lagerförvaltare","Warehouse Operative",,"Varastonhoitaja",,"Lagerförvaltare, lagerarbetare",,"Warehouse Operative",01.01.1997,
331954,"Vakuutusalan perustutkinto","Försäkringsbranschen, grundexamen","Insurance, VQ",,"Vakuutusalan perustutk",,"Försäkringsbr., gr.ex.",,"Insurance, Vocational Qualification",01.01.1997,
331955,"Sosiaaliturvan perustutkinto","Socialskydd, grundexamen","Social Security, VQ",,"Sosiaaliturvan perustutk",,"Socialskydd, gr.ex.",,"Social Security, Vocational Qualification",01.01.1997,
331956,"Terveydenhuollon sihteeri","Hälsovårdssekreterare","Health Care Secretary",,"Terveydenhuollon sihteeri",,"Hälsovårdssekreterare",,"Health Care Secretary",01.01.1997,
331999,"Muu tai tuntematon kaupan ja hallinnon peruskoulutus, keskiaste","Annan eller okänd grundutbildning inom handel och administration på mellannivå","Other Ed. in Business, Level 3",,"Muu kaupan,hall. perusk,3-aste",,"Ann. gr.utb.,handel o adm.,n-3",,"Other or Unknown Education in Business and Administration, Upper Secondary Level Education",01.01.1997,
334000,"Kaupan ja hallinnon ammattitutkinto","Yrkesexamen inom handel och administration","FQ in Business, Administration",,"Kaupan ja hallinnon at",,"Y.ex. inom handel o adm.",,"Further Qualification in Business and Administration",01.01.1997,
334100,"Kaupan ja hallinnon ammattitutkinto","Yrkesexamen inom handel och administration","FQ in Business, Administration",,"Kaupan ja hallinnon at",,"Y.ex. inom handel o adm.",,"Further Qualification in Business and Administration",01.01.1997,
334101,"Automyyjän ammattitutkinto","Bilförsäljare, yrkesexamen","Car Salesperson, FQ",,"Automyyjän at",,"Bilförsäljare, y.ex.",,"Car Salesperson, Further Qualification",01.01.1997,
334102,"Ulkomaankaupan ammattitutkinto: huolinta-alan ammattitutkinto","Utrikeshandeln, yrkesexamen: speditionsbranschen, yrkesexamen","Foreign Trade, FQ",,"Ulkomaankaupan at",,"Utrikeshandeln, y.ex.",,"Foreign Trade, Further Qualification",01.01.1997,
