"KOODIARVO","NIMI_FI","NIMI_SV","ALKUPVM","LOPPUPVM"
"09130","Yliaktuaari","Överaktuarie",19.5.2011,
"09140","Matemaatikko","Matematiker",19.5.2011,
"09140","Vakuutusmatemaatikko","Försäkringsmatematiker",19.5.2011,
"00310","Piirustusten tarkastaja","Ritningsgranskare",19.5.2011,
"09150","Yhteiskuntatutkija","Sociolog-forskare",19.5.2011,
"09150","Tutkija (yhteiskuntatieteet)","Forskare (samhällsvetenskap)",19.5.2011,
"09160","Yhdyskuntasuunnittelija","Samhällsplanerare",19.5.2011,
"09190","Muut yhteiskunnallisen alan tutkijat","Övriga inom samhällsvetenskaplig utredning",19.5.2011,
"09195","Tutkimusapulainen (yhteiskuntatieteet)","Forskningsbiträde (samhällsvetenskaper)",19.5.2011,
"092","Humanistisen ja luonnontieteellisen alan tutkijat","Forskare inom humanistiska o. naturvetens. områden",19.5.2011,
"09210","Arkeologi","Arkeolog",19.5.2011,
"09210","Muinaistutkija","Fornforskare",19.5.2011,
"09220","Maantieteilijä","Geograf",19.5.2011,
"09230","Sukututkija","Genealog",19.5.2011,
"00310","Standartointi-insinööri","Standardiseringsingenjör",19.5.2011,
"09230","Genealogi","Genealog",19.5.2011,
"09240","Kansatieteilijä","Etnolog",19.5.2011,
"09240","Kulttuuriantropologi","Kulturantropolog",19.5.2011,
"09250","Taidehistoriantutkija","Konsthistoriker",19.5.2011,
"09260","Kielentutkija","Språkforskare",19.5.2011,
"09270","Teologiantutkija","Teologforskare",19.5.2011,
"09290","Muut hum. ja luonnontiet. tutkimuksen tekijät","Övriga hum. och naturvetenskaplig forskning",19.5.2011,
"09290","Eläintentäyttäjä","Konservator",19.5.2011,
"09295","Tutkimusapulainen (muu human. ja luonnont. tutk.)","Forskningsbiträde (övrig hum.o.naturvet.forskning)",19.5.2011,
"093","Haastattelijat","Intervjuare",19.5.2011,
"00315","Tietotekniikan insinööri","Teleinformatikingenjör",19.5.2011,
"09310","Haastattelija","Intervjuare",19.5.2011,
"09390","Muut haastattelijat","Övriga intervjuare",19.5.2011,
"094","Suhdetoimintatyöntekijät","Informationsmän",19.5.2011,
"09410","Suhdetoimintapäällikkö","PR-chef",19.5.2011,
"09410","PR-päällikkö","PR-chef",19.5.2011,
"09420","Suhdetoimintamies","PR-man",19.5.2011,
"09420","PR-mies","PR-man",19.5.2011,
"09420","Suhdetoiminnanhoitaja","PR-man",19.5.2011,
"09430","Kongressiemäntä","Kongresvärdinna",19.5.2011,
"09430","Kongressisihteeri","Kongressekreterare",19.5.2011,
"00315","Projektipäällikkö (tietotekniikka)","Projektchef (teleinformatik)",19.5.2011,
"09430","PR-sihteeri","PR-sekreterare",19.5.2011,
"09490","Muut suhdetoimintatyötä tekevät","Övriga PR-personer",19.5.2011,
"095","Järjestötyöntekijät","Organisationsfunktionärer",19.5.2011,
"09510","Ammattijärjestön toimitsija","Funktionär vid fackorganisation",19.5.2011,
"09510","Toimitsija (ammattijärjestö)","Funktionär vid fackorganisation",19.5.2011,
"09520","Järjestösihteeri","Organisationssekreterare",19.5.2011,
"09520","Lajijohtaja","Grenledare",19.5.2011,
"09520","Lajipäällikkö","Grenchef",19.5.2011,
"09520","Valistussihteeri","Upplysningssekreterare",19.5.2011,
"09590","Muut järjestötyöntekijät","Övriga organisationsarbetare",19.5.2011,
"00315","Tietoliikenneinsinööri","Telekommunikationsingenjör",19.5.2011,
"096","Kääntäjät ja tulkit","Översättare och tolkar",19.5.2011,
"09610","Kielenkääntäjä","Translator",19.5.2011,
"09620","Tulkki","Tolk",19.5.2011,
"09690","Muut kääntäjät ja tulkit","Övriga översättare och tolkar",19.5.2011,
"09690","Viittomakielen tulkki","Teckenspråkstolk",19.5.2011,
"099","Muu tieteellinen asiantuntijatyö","Övrigt vetenskapligt expertarbete",19.5.2011,
"09990","Muut tieteellisen asiantuntijatyön tekijät","Övriga inom vetenskapligt expertarbete",19.5.2011,
"1","Terveydenhuolto ja sosiaaliala","Hälsovård, socialt arbete",19.5.2011,
"10","Terveyden- ja sairaanhoito","Hälso- och sjukvård",19.5.2011,
"101","Lääkärit","Läkare",19.5.2011,
"00320","Tuotantoinsinööri (tele)","Produktionsingenjör (tele)",19.5.2011,
"10110","Yleislääkäri","Allmänläkare",19.5.2011,
"10110","Terveyskeskuslääkäri","Hälsocentralsläkare",19.5.2011,
"10110","Työterveyslääkäri","Företagsläkare",19.5.2011,
"10120","Erikoislääkäri","Specialläkare",19.5.2011,
"10120","Anestesialääkäri","Anestesiläkare",19.5.2011,
"10120","Kirurgi","Kirurg",19.5.2011,
"10120","Osastolääkäri","Avdelningsläkare",19.5.2011,
"10120","Psykiatri","Psykiater",19.5.2011,
"10120","Röntgenlääkäri","Röntgenläkare",19.5.2011,
"10120","Ylilääkäri","Överläkare",19.5.2011,
"00320","Asennusinsinööri (tele)","Installationsingenjör (tele)",19.5.2011,
"10190","Muut lääkärit","Övriga läkare",19.5.2011,
"10190","Asiantuntijalääkäri","Sakkunning läkare",19.5.2011,
"10190","Lääketieteen tutkija","Medicinsk forskare",19.5.2011,
"10190","Oikeuslääkäri","Rättsläkare",19.5.2011,
"102","Ylihoitajat","Överskötare",19.5.2011,
"10210","Ylihoitaja","Överskötare",19.5.2011,
"10220","Johtava hoitaja","Ledande skötare",19.5.2011,
"10290","Muut ylihoitajat","Övriga överskötare",19.5.2011,
"103","Sairaanhoitajat","Sjukskötare",19.5.2011,
"10310","Osastonhoitaja","Avdelningsskötare",19.5.2011,
"00320","Käyttöinsinööri (tele)","Driftsingenjör (tele)",19.5.2011,
"10310","Apulaisosastonhoitaja","Biträdande avdelningsskötare",19.5.2011,
"10310","Yöhoitaja","Nattskötare",19.5.2011,
"10315","Sairaanhoitaja","Sjukskötare",19.5.2011,
"10315","Diakonissa (sairaanhoito)","Diakonissa (sjukvård)",19.5.2011,
"10320","Erikoissairaanhoitaja","Specialsjukskötare",19.5.2011,
"10330","Työterveyshoitaja","Företagshälsovårdare",19.5.2011,
"10340","Kätilö (erikoissairaanhoitaja)","Barnmorska (specialsjukskötare)",19.5.2011,
"10350","Kouluterveydenhoitaja","Skolskötare",19.5.2011,
"10360","Terveydenhoitaja","Hälsovårdare",19.5.2011,
"10390","Muut sairaanhoitotyötä tekevät","Övriga inom sjukvården",19.5.2011,
"00325","Työnjohtaja (tele)","Arbetsledare (tele)",19.5.2011,
"104","Laboratoriohoitajat, röntgenhoitajat","Laboratorieskötare, röntgenskötare",19.5.2011,
"10410","Laboratoriohoitaja","Laboratorieskötare",19.5.2011,
"10410","Erikoislaboratoriohoitaja","Speciallaboratorieskötare",19.5.2011,
"10420","Röntgenhoitaja","Röntgenskötare",19.5.2011,
"10420","Erikoisröntgenhoitaja","Specialröntgenskötare",19.5.2011,
"10420","Radiologian erikoissairaanhoitaja","Specialsjukskötare inom radiologi",19.5.2011,
"10490","Muut laboratoriohoitajat ja röntgenhoitajat","Övriga laboratorie- och röntgenskötare",19.5.2011,
"105","Mielenterveyshoitajat","Mentalvårdare",19.5.2011,
"10510","Mielisairaanhoitaja","Mentalvårdare",19.5.2011,
"10510","Mielenterveyshoitaja","Sinnessjukvårdare",19.5.2011,
"00325","Linjamestari (tele)","Linjemästare (tele)",19.5.2011,
"10590","Muut mielenterveyshoitajat","Övriga mentalvårdare",19.5.2011,
"106","Perushoitajat, lääkintävahtimestarit, lähihoitajat","Primärskötare, medikalvaktmästare, närvårdare",19.5.2011,
"10610","Perushoitaja, lähihoitaja","Primärskötare, närvårdare",19.5.2011,
"10610","Apuhoitaja","Hjälpskötare",19.5.2011,
"10620","Lääkintävahtimestari-sairaankuljettaja, lähihoitaj","Medikalvaktmästare-ambulansförare, närvårdare",19.5.2011,
"00040","Maisema-arkkitehti","Landskapsarkitekt",19.5.2011,
"10620","Lääkintävahtimestari","Medikalvaktmästare",19.5.2011,
"10620","Sairaankuljettaja","Ambulansförare",19.5.2011,
"10620","Ambulanssinkuljettaja","Ambulansförare",19.5.2011,
"10690","Muut perushoitajat, lääkintävahtimestarit, lähihoi","Övriga hjälpskötare, medikalvaktmästare, närvårdar",19.5.2011,
"107","Lastenhoitajat, sairaanhoito","Barnskötare, sjukvård",19.5.2011,
"00325","Opastinesimies","Signalförman",19.5.2011,
"10710","Lastenhoitaja, sairaanhoito","Barnskötare, sjukvård",19.5.2011,
"10790","Muut lastenhoitajat, sairaanhoito","Övriga barnskötare, sjukvård",19.5.2011,
"108","Hoitoa ja tutkimusta avustava työ","Assisterande arbete inom sjukvård och forskning",19.5.2011,
"10810","Välinehuoltaja","Instrumentskötare",19.5.2011,
"10820","Kuulontutkija","Hörselundersökare",19.5.2011,
"10830","Sairaala-apulainen","Sjukhusbiträde",19.5.2011,
"10830","Laitos-apulainen","Anstaltsbiträde",19.5.2011,
"10840","Vastaanotto-osaston avustaja","Avdelningsbiträde (vid mottagningen)",19.5.2011,
"10840","Osastonsihteeri, terveyskeskusavustaja","Avdelningssekreterare, hälsocentralsbiträde",19.5.2011,
"10840","Vastaanottoapulainen","Mottagningsbiträde",19.5.2011,
"00325","Asetinlaitemestari","Signalmästare",19.5.2011,
"10840","Osastonsihteeri","Avdelningssekreterare",19.5.2011,
"10890","Muut hoitoa ja tutkimusta avustavat työntekijät","Övriga anställda som assisterar vid vård och forsk",19.5.2011,
"10890","Obduktioapulainen","Obduktionsbiträde",19.5.2011,
"10890","Preparaattoriapulainen","Preparatorbiträde",19.5.2011,
"10890","Röntgenapulainen","Röntgenbiträde",19.5.2011,
"10890","Röntgenkehittäjä","Röntgenframkallare",19.5.2011,
"10890","Röntgenkuvaaja","Röntgenfotograf",19.5.2011,
"109","Muu terveyden- ja sairaanhoitotyö","Övrigt hälso- och sjukvårdsarbete",19.5.2011,
"10910","Jalkojenhoitaja, jalkaterapeutti, lähihoitaja","Forvårdare, fotterapeut, närvårdare",19.5.2011,
"10910","Pedikyristi","Pedikyrist",19.5.2011,
"00328","Tietotekniikan teknikko","Teleinformatiktekniker",19.5.2011,
"10990","Muut terveyden- ja sairaanhoitotyötä tekevät","Övriga personal inom hälso- och sjukvården",19.5.2011,
"10990","Homeopaatti","Homeopat",19.5.2011,
"10990","Kiropraktikko","Kiropraktiker",19.5.2011,
"10990","Kuppari","Kopperska",19.5.2011,
"10990","Luontaisparantaja","Naturläkare",19.5.2011,
"10990","Naprapaatti","Naprapat",19.5.2011,
"11","Terveydenhuollon kuntoutus","Rehabilitering inom hälsovården",19.5.2011,
"111","Lääkintävoimistelijat","Fysioterapeuter",19.5.2011,
"11110","Lääkintävoimistelija (fysioterapeutti)","Fysioterapeut",19.5.2011,
"11110","Fysioterapeutti","Fysioterapeut",19.5.2011,
"00328","Tietoliikenneteknikko","Telekommunikationstekniker",19.5.2011,
"11120","Erikoislääkintävoimistelija","Specialfysioterapeut",19.5.2011,
"11130","Kuntohoitaja","Konditionsskötare",19.5.2011,
"11140","Hieroja","Massör",19.5.2011,
"11190","Muut lääkintävoimistelijat","Övriga fysioterapeuter",19.5.2011,
"112","Toimintaterapia","Ergoterapi",19.5.2011,
"11210","Toimintaterapeutti","Ergoterapeut",19.5.2011,
"11210","Erikoistoimintaterapeutti","Specialergoterapeut",19.5.2011,
"11290","Muut toiminnallisen terapiatyön tekijät","Övriga inom funktionell terapi",19.5.2011,
"11290","Musiikkiterapeutti","Musikterapeut",19.5.2011,
"00330","Suunnitteluinsinööri (tele)","Planeringsingenjör (tele)",19.5.2011,
"11290","Taideterapeutti","Konstterapeut",19.5.2011,
"11290","Työterapeutti","Arbetsterapeut",19.5.2011,
"113","Puheterapia","Talterapi",19.5.2011,
"11310","Puheterapeutti","Talterapeut",19.5.2011,
"11390","Muut puheterapiatyön tekijät","Övriga talterapeuter",19.5.2011,
"114","Ravitsemusterapia","Näringsterapi",19.5.2011,
"11410","Ravitsemussuunnittelija","Näringsplanerare",19.5.2011,
"11410","Ravitsemusterapeutti","Näringsterapeut",19.5.2011,
"11490","Muut ravitsemusterapiatyötä tekevät","Övriga näringsterapeuter",19.5.2011,
"11490","Dieetikko","Dietist",19.5.2011,
"00330","Projektipäällikkö (elektroniikka ja teletekniikka)","Projektchef (elektronik och teleteknik)",19.5.2011,
"119","Muu terveydenhuollon kuntouttava työ","Övrig rehabilitering inom hälsovården",19.5.2011,
"11990","Muut terveydenhuollon kuntouttavan työn tekijät","Övriga inom rehabiliterande hälsovård",19.5.2011,
"12","Hammashoitoala","Tandvård",19.5.2011,
"121","Hammaslääkärit","Tandläkare",19.5.2011,
"12110","Hammaslääkäri","Tandläkare",19.5.2011,
"12120","Erikoishammaslääkäri","Specialtandläkare",19.5.2011,
"12190","Muut hammaslääkärit","Övriga tandsläkare",19.5.2011,
"12190","Hammaslääketieteen tutkija","Odontologisk forskare",19.5.2011,
"122","Hammashoitajat","Tandskötare",19.5.2011,
"00335","Suunnitteluteknikko (tele)","Planeringstekniker (tele)",19.5.2011,
"12220","Hammashoitaja, lähihoitaja","Tandskötare, närvårdare",19.5.2011,
"12290","Muut hammashoitajat","Övriga tandskötare",19.5.2011,
"12290","Hoitola-apulainen","Tandvårdsbiträde",19.5.2011,
"129","Muu hammashoitoalan työ","Övrigt arbete inom tandvården",19.5.2011,
"12990","Muut hammashoitoalan työntekijät","Övriga inom tandvården",19.5.2011,
"13","Apteekkiala","Apoteksarbete",19.5.2011,
"131","Apteekkarit, proviisorit","Apotekare, provisorer",19.5.2011,
"13110","Apteekkari","Apotekare",19.5.2011,
"13120","Proviisori","Provisor",19.5.2011,
"00335","Esisuunnittelija (tele)","Förplanerare (tele)",19.5.2011,
"13190","Muut apteekkarit ja proviisorit","Övriga apotekare och provisorer",19.5.2011,
"132","Farmaseutit","Farmaceuter",19.5.2011,
"13210","Farmaseutti","Farmaceut",19.5.2011,
"13290","Muut farmaseutit","Övriga farmaceuter",19.5.2011,
"133","Lääketyöntekijät","Läkemedelsarbetare",19.5.2011,
"13310","Lääketyöntekijä","Läkemedelsarbetare",19.5.2011,
"13310","Farmanomi","Farmanom",19.5.2011,
"13310","Tekninen apteekkiapulainen","Tekniskt apoteksbiträde",19.5.2011,
"13390","Muut lääketyöntekijät","Övriga läkemedelsarbetare",19.5.2011,
"13390","Lääkekaapinhoitaja","Medicinskåpskötare",19.5.2011,
"00340","Tarkastusinsinööri (tele)","Kontrollingenjör (tele)",19.5.2011,
"139","Muu apteekkialan työ","Övrigt apoteksarbete",19.5.2011,
"13990","Muut apteekkialan työntekijät","Övriga apoteksarbete",19.5.2011,
"14","Eläinlääkintä ja terveysvalvonta","Veterinärtjänst och Hälsokontroll",19.5.2011,
"141","Eläinlääkärit","Veterinärer",19.5.2011,
"14110","Kunnaneläinlääkäri, piirieläinlääkäri","Kommunveterinär, distriktsveterinär",19.5.2011,
"14110","Kunnaneläinlääkäri","Kommunveterinär",19.5.2011,
"14110","Piirieläinlääkäri","Distriktsveterinär",19.5.2011,
"14120","Pieneläinklinikan lääkäri","Veterinär vid smådjursklinik",19.5.2011,
"14130","Tarkastuseläinlääkäri","Kontrollveterinär",19.5.2011,
"14130","Elintarvikehygieenikko","Livsmedelshygieniker",19.5.2011,
"00345","Tarkastusteknikko (tele)","Kontrolltekniker (tele)",19.5.2011,
"14130","Eläinlääkäri","Veterinär",19.5.2011,
"14130","Lihantarkastaja","Köttkontrollör",19.5.2011,
"14190","Muut eläinlääkärit","Övriga veterinärer",19.5.2011,
"14190","Eläinlääketieteen tutkija","Veterinärforskare",19.5.2011,
"14190","Laboratorioeläinlääkäri","Laboratorieveterinär",19.5.2011,
"00040","Puutarha-arkkitehti","Trädgårdsarkitekt",19.5.2011,
"14190","Sotilaseläinlääkäri","Militärveterinär",19.5.2011,
"142","Terveysvalvontatyö","Hälsokontrollarbete",19.5.2011,
"14210","Terveystarkastaja","Hälsovårdsinspektör",19.5.2011,
"14210","Työympäristön tarkastaja","Tillsynsman för arbetsmiljön",19.5.2011,
"14220","Työsuojelutarkastaja","Arbetarskyddsinspektör",19.5.2011,
"00350","Huolto- ja neuvontainsinööri (tele)","Service- och instruktionsingenjör (tele)",19.5.2011,
"14220","Työsuojeluinsinööri","Arbetarskyddsingenjör",19.5.2011,
"14220","Työläistarkastaja","Arbetarinspektör",19.5.2011,
"14230","Ergonomi","Ergonom",19.5.2011,
"14290","Muut terveydenvalvontatyötä tekevät","Övriga inom hälsoövervakning",19.5.2011,
"14290","Alkoholitarkastaja","Alkoholinspektör",19.5.2011,
"00355","Huolto- ja neuvontateknikko (tele)","Service- och instruktionstekniker (tele)",19.5.2011,
"149","Muu eläinlääkintätyö","Övrigt veterinärarbete",19.5.2011,
"14990","Muut eläinlääkintätyötä tekevät","Övriga inom veterinärarbete",19.5.2011,
"15","Sosiaaliala","Socialt arbete",19.5.2011,
"00360","Työntutkimusinsinööri (tele)","Arbetsstudieingenjör (tele)",19.5.2011,
"151","Johtavat sosiaalityöntekijät ja toimialajohtajat","Ledande socialarbetare och sektorchefer",19.5.2011,
"15110","Työ- ja huoltolaitoksen johtaja","Föreståndare för arbets- och vårdanstalt",19.5.2011,
"15110","Työlaitoksen johtaja","Föreståndare för arbetsanstalt",19.5.2011,
"15110","Huoltolaitoksen johtaja","Föreståndare för vårdanstalt",19.5.2011,
"15110","Ensikodin johtaja","Föreståndare för mödrahem",19.5.2011,
"15110","Koulukodin johtaja","Föreståndare för skolhem",19.5.2011,
"15110","Lastenkodin johtaja","Föreståndare för barnhem",19.5.2011,
"15110","Nuorisoaseman johtaja","Föreståndare för ungdomsstation",19.5.2011,
"15110","Nuorisokodin johtaja","Föreståndare för ungdomshem",19.5.2011,
"15110","Turvakodin johtaja","Föreståndare för skyddshem",19.5.2011,
"00360","Rationaalistamisinsinööri (tele)","Rationaliseringsingenjör (tele)",19.5.2011,
"15110","Vanhainkodin johtaja","Föreståndare för åldringshem",19.5.2011,
"15120","Johtava sosiaalityöntekijä","Ledande socialarbetare",19.5.2011,
"15120","Johtava sosiaalityöntekijä (kasv.- ja perheneuv.)","Ledande socialarbetare (uppfostring- o. fam.rådg.)",19.5.2011,
"15120","Johtava sosiaalityöntekijä (terveydenhuolto)","Ledande socialarbetare (hälsovård)",19.5.2011,
"15120","Johtava koulukuraattori","Ledande skolkurator",19.5.2011,
"15120","Johtava sosiaalityöntekijä (sosiaalitoimi)","Ledande socialarbetare (socialväsendet)",19.5.2011,
"15130","Sosiaalitoimen toimialajohtaja","Sektorchef inom socialväsendet",19.5.2011,
"15130","Johtava kodinhoitaja","Ledande hemvårdare",19.5.2011,
"15130","Kasvatustoiminnan johtaja","Pedagogisk ledare",19.5.2011,
"15130","Kasvatustoiminnan ohjaaja","Pedagogisk handledare",19.5.2011,
"00360","Valmistusinsinööri (tele)","Beredningsingenjör (tele)",19.5.2011,
"15130","Kotipalvelun johtaja","Hemtjänstledare",19.5.2011,
"15130","Kotipalvelun ohjaaja","Ledande hemvården",19.5.2011,
"15130","Perhepäivähoidon ohjaaja","Familjedagvårdsledare",19.5.2011,
"15190","Muut johtavat sosiaalityöntekijät ja toimialajohta","Övriga ledande socialarbetare och sektorchefer",19.5.2011,
"152","Sosiaalityöntekijät","Socialarbetare",19.5.2011,
"15210","Sosiaalityöntekijä (sosiaalitoimi)","Socialarbetare (socialväsendet)",19.5.2011,
"15210","Huoltaja","Vårdare",19.5.2011,
"15210","Sosiaalikuraattori","Socialkurator",19.5.2011,
"15210","Sosiaalisihteeri","Socialsekreterare",19.5.2011,
"15210","Sosiaalitarkkaaja","Socialkontrollör",19.5.2011,
"00365","Työntutkimusteknikko (tele)","Arbetsstudietekniker (tele)",19.5.2011,
"15220","Sosiaalihoitaja","Socialskötare",19.5.2011,
"15220","Sosiaalityöntekijä (terveydenhuolto)","Socialarbetare (socialväsendet)",19.5.2011,
"15220","Sosiaalityöntekijä (lasten- ja nuorten huolto)","Socialarbetare (barn- och ungdomsvård)",19.5.2011,
"15230","Sosiaalityöntekijä (kasvatus- ja perheneuvola)","Socialarbetare (rådgivningsbyrå familje/uppfost.)",19.5.2011,
"15230","Lastenhuollon sosiaalityöntekijä","Socialarbetare inom barnavård",19.5.2011,
"15230","Lastenhuollon tarkkaaja","Kontrollör inom barnavård",19.5.2011,
"15230","Lastenvalvoja","Barnatillsyningsman",19.5.2011,
"15230","Nuorisohuoltaja","Ungdomsvårdare",19.5.2011,
"15230","Nuortenhuollon sosiaalityöntekijä","Socialarbetare inom ungdomsvård",19.5.2011,
"15230","Nuortenhuollon tarkkaaja","Socialkontrollör inom ungdomsvård",19.5.2011,
"00365","Rationaalistamisteknikko (tele)","Rationaliseringstekniker (tele)",19.5.2011,
"15230","Vammaistenhuollon sosiaalityöntekijä","Socialarbetare inom handikappvård",19.5.2011,
"15230","Vanhustenhuollon sosiaalityöntekijä","Socialarbetare inom åldringsvård",19.5.2011,
"15230","Vanhustenhuollon tarkkaaja","Övervakare inom åldringsvård",19.5.2011,
"15230","Invalidihuollon tarkkaaja","Invalidvårdskontrollör",19.5.2011,
"15240","Päihdehuollon sosiaalityöntekijä","Socialarbetare inom vården av rusmedelsmissbrukare",19.5.2011,
